latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.75,4.8500004,175.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),wind_speed_200m (km/h),is_day ()
2023-09-01T00:00,20.5,55,0.00,29,3.9,0
2023-09-01T01:00,19.7,56,0.00,22,3.8,0
2023-09-01T02:00,19.7,56,0.00,32,4.7,0
2023-09-01T03:00,19.6,56,0.00,15,7.4,0
2023-09-01T04:00,19.0,59,0.00,11,6.8,0
2023-09-01T05:00,18.3,62,0.00,0,5.8,0
2023-09-01T06:00,18.0,64,0.00,11,8.4,1
2023-09-01T07:00,19.6,58,0.00,17,8.4,1
2023-09-01T08:00,21.7,51,0.00,19,7.6,1
2023-09-01T09:00,24.0,44,0.00,36,8.4,1
2023-09-01T10:00,25.6,40,0.00,19,10.7,1
2023-09-01T11:00,27.0,37,0.00,17,12.8,1
2023-09-01T12:00,28.7,34,0.00,26,15.2,1
2023-09-01T13:00,29.5,32,0.00,52,16.8,1
2023-09-01T14:00,30.2,32,0.00,64,19.0,1
2023-09-01T15:00,30.5,30,0.00,82,20.8,1
2023-09-01T16:00,30.3,32,0.00,73,24.0,1
2023-09-01T17:00,29.8,34,0.00,42,27.3,1
2023-09-01T18:00,27.8,41,0.00,29,29.4,1
2023-09-01T19:00,26.5,42,0.00,40,32.8,0
2023-09-01T20:00,25.5,47,0.00,49,33.9,0
2023-09-01T21:00,24.6,49,0.00,37,35.3,0
2023-09-01T22:00,23.7,53,0.00,36,35.0,0
2023-09-01T23:00,22.8,61,0.00,85,36.7,0
2023-09-02T00:00,22.3,62,0.00,77,34.6,0
2023-09-02T01:00,21.8,65,0.00,77,33.5,0
2023-09-02T02:00,21.2,69,0.00,92,31.0,0
2023-09-02T03:00,20.8,73,0.00,92,30.3,0
2023-09-02T04:00,20.3,76,0.00,57,29.2,0
2023-09-02T05:00,20.0,76,0.00,59,29.7,0
2023-09-02T06:00,20.5,70,0.00,57,25.6,1
2023-09-02T07:00,21.4,65,0.00,49,23.8,1
2023-09-02T08:00,22.9,61,0.00,33,21.3,1
2023-09-02T09:00,24.9,54,0.00,35,23.1,1
2023-09-02T10:00,26.9,47,0.00,76,23.8,1
2023-09-02T11:00,28.3,43,0.00,79,25.2,1
2023-09-02T12:00,29.9,34,0.00,40,22.2,1
2023-09-02T13:00,30.7,31,0.00,35,21.2,1
2023-09-02T14:00,31.2,29,0.00,37,19.3,1
2023-09-02T15:00,31.5,28,0.00,53,18.7,1
2023-09-02T16:00,31.2,29,0.00,70,19.3,1
2023-09-02T17:00,30.7,31,0.00,71,20.5,1
2023-09-02T18:00,28.6,37,0.00,70,19.9,1
2023-09-02T19:00,26.9,44,0.00,82,26.9,0
2023-09-02T20:00,25.6,49,0.00,99,25.7,0
2023-09-02T21:00,24.8,52,0.00,99,24.2,0
2023-09-02T22:00,24.2,54,0.00,89,25.4,0
2023-09-02T23:00,23.8,55,0.00,100,14.4,0
2023-09-03T00:00,21.6,71,0.00,80,11.8,0
2023-09-03T01:00,20.3,77,0.00,77,6.2,0
2023-09-03T02:00,20.2,75,0.00,0,5.4,0
2023-09-03T03:00,20.3,71,0.00,3,2.2,0
2023-09-03T04:00,20.2,68,0.00,7,4.3,0
2023-09-03T05:00,18.8,77,0.00,15,3.3,0
2023-09-03T06:00,18.7,75,0.00,79,5.0,1
2023-09-03T07:00,20.7,71,0.00,81,4.6,1
2023-09-03T08:00,22.9,62,0.00,100,9.1,1
2023-09-03T09:00,24.9,50,0.00,100,8.8,1
2023-09-03T10:00,26.9,44,0.00,68,4.3,1
2023-09-03T11:00,28.8,38,0.00,43,3.7,1
2023-09-03T12:00,30.8,34,0.00,77,7.2,1
2023-09-03T13:00,32.1,31,0.00,65,10.2,1
2023-09-03T14:00,32.8,29,0.00,71,9.0,1
2023-09-03T15:00,33.1,28,0.00,64,10.5,1
2023-09-03T16:00,32.9,28,0.00,55,8.4,1
2023-09-03T17:00,32.2,28,0.00,48,14.5,1
2023-09-03T18:00,30.0,40,0.00,41,17.1,1
2023-09-03T19:00,28.7,46,0.00,33,19.0,0
2023-09-03T20:00,28.0,49,0.00,39,17.8,0
2023-09-03T21:00,27.3,49,0.00,57,24.1,0
2023-09-03T22:00,26.1,52,0.00,49,25.6,0
2023-09-03T23:00,25.4,50,0.00,58,22.1,0
2023-09-04T00:00,22.8,59,0.00,60,19.4,0
2023-09-04T01:00,21.9,61,0.00,39,15.5,0
2023-09-04T02:00,20.8,65,0.00,29,16.6,0
2023-09-04T03:00,20.6,69,0.00,35,16.2,0
2023-09-04T04:00,19.7,76,0.00,17,12.7,0
2023-09-04T05:00,19.2,78,0.00,26,7.5,0
2023-09-04T06:00,19.0,79,0.00,42,3.6,1
2023-09-04T07:00,20.6,72,0.00,47,4.7,1
2023-09-04T08:00,23.0,63,0.00,75,2.3,1
2023-09-04T09:00,26.0,52,0.00,75,4.0,1
2023-09-04T10:00,28.9,44,0.00,75,8.0,1
2023-09-04T11:00,30.6,37,0.00,84,9.9,1
2023-09-04T12:00,33.2,33,0.00,88,14.0,1
2023-09-04T13:00,34.2,29,0.00,95,20.7,1
2023-09-04T14:00,34.9,27,0.00,99,21.4,1
2023-09-04T15:00,35.2,27,0.00,99,23.3,1
2023-09-04T16:00,35.0,29,0.00,99,24.1,1
2023-09-04T17:00,34.4,31,0.00,94,24.7,1
2023-09-04T18:00,32.2,34,0.00,94,27.5,1
2023-09-04T19:00,29.4,44,0.00,77,30.3,0
2023-09-04T20:00,28.3,48,0.00,49,30.7,0
2023-09-04T21:00,27.3,48,0.00,34,29.3,0
2023-09-04T22:00,26.5,47,0.00,25,29.5,0
2023-09-04T23:00,25.7,48,0.00,23,28.5,0
2023-09-05T00:00,25.1,45,0.00,13,30.7,0
2023-09-05T01:00,25.0,43,0.00,11,30.8,0
2023-09-05T02:00,24.3,47,0.00,9,30.0,0
2023-09-05T03:00,23.7,52,0.00,5,30.5,0
2023-09-05T04:00,23.0,56,0.00,4,24.8,0
2023-09-05T05:00,22.4,55,0.00,1,21.8,0
2023-09-05T06:00,22.0,55,0.00,0,23.9,1
2023-09-05T07:00,23.2,55,0.00,3,23.3,1
2023-09-05T08:00,25.7,46,0.00,20,23.3,1
2023-09-05T09:00,27.2,48,0.00,12,28.1,1
2023-09-05T10:00,28.8,43,0.00,19,26.7,1
2023-09-05T11:00,30.2,38,0.00,42,22.7,1
2023-09-05T12:00,32.7,35,0.00,43,19.5,1
2023-09-05T13:00,33.8,33,0.00,22,16.4,1
2023-09-05T14:00,34.3,32,0.00,1,13.9,1
2023-09-05T15:00,34.4,32,0.00,1,12.1,1
2023-09-05T16:00,34.1,32,0.00,0,13.3,1
2023-09-05T17:00,33.4,33,0.00,0,14.4,1
2023-09-05T18:00,31.0,38,0.00,0,15.2,1
2023-09-05T19:00,29.4,42,0.00,0,18.2,0
2023-09-05T20:00,28.4,44,0.00,0,21.6,0
2023-09-05T21:00,27.1,47,0.00,0,23.4,0
2023-09-05T22:00,25.9,48,0.00,0,27.5,0
2023-09-05T23:00,25.0,51,0.00,1,30.4,0
2023-09-06T00:00,23.8,53,0.00,1,30.6,0
2023-09-06T01:00,22.9,54,0.00,1,31.7,0
2023-09-06T02:00,22.3,55,0.00,0,30.3,0
2023-09-06T03:00,22.0,56,0.00,1,29.6,0
2023-09-06T04:00,21.2,58,0.00,1,27.7,0
2023-09-06T05:00,20.7,58,0.00,7,24.2,0
2023-09-06T06:00,20.5,61,0.00,10,22.7,1
2023-09-06T07:00,21.7,59,0.00,15,19.4,1
2023-09-06T08:00,23.6,52,0.00,21,18.7,1
2023-09-06T09:00,26.2,44,0.00,38,17.3,1
2023-09-06T10:00,28.0,39,0.00,24,15.5,1
2023-09-06T11:00,29.8,35,0.00,17,14.5,1
2023-09-06T12:00,31.4,38,0.00,27,14.0,1
2023-09-06T13:00,32.2,35,0.00,33,13.4,1
2023-09-06T14:00,32.5,35,0.00,34,12.2,1
2023-09-06T15:00,32.7,35,0.00,30,11.6,1
2023-09-06T16:00,32.5,35,0.00,23,12.1,1
2023-09-06T17:00,31.9,36,0.00,15,14.0,1
2023-09-06T18:00,30.3,38,0.00,12,20.0,1
2023-09-06T19:00,28.4,42,0.00,8,23.8,0
2023-09-06T20:00,27.1,45,0.00,1,24.8,0
2023-09-06T21:00,26.0,44,0.00,0,25.6,0
2023-09-06T22:00,25.3,43,0.00,0,25.6,0
2023-09-06T23:00,24.4,47,0.00,0,27.8,0
2023-09-07T00:00,22.6,51,0.00,0,28.5,0
2023-09-07T01:00,22.0,52,0.00,0,32.5,0
2023-09-07T02:00,21.4,52,0.00,1,30.0,0
2023-09-07T03:00,21.1,53,0.00,1,27.4,0
2023-09-07T04:00,20.5,55,0.00,0,24.9,0
2023-09-07T05:00,20.2,56,0.00,0,23.1,0
2023-09-07T06:00,20.3,58,0.00,0,21.3,1
2023-09-07T07:00,21.9,54,0.00,0,17.7,1
2023-09-07T08:00,23.7,48,0.00,0,11.9,1
2023-09-07T09:00,25.7,42,0.00,0,9.4,1
2023-09-07T10:00,27.6,39,0.00,0,8.7,1
2023-09-07T11:00,29.5,36,0.00,0,10.5,1
2023-09-07T12:00,31.9,33,0.00,0,13.4,1
2023-09-07T13:00,33.4,30,0.00,0,13.7,1
2023-09-07T14:00,33.8,29,0.00,0,12.3,1
2023-09-07T15:00,33.8,27,0.00,0,11.2,1
2023-09-07T16:00,33.6,28,0.00,0,12.2,1
2023-09-07T17:00,32.9,30,0.00,1,14.8,1
2023-09-07T18:00,31.2,35,0.00,1,17.6,1
2023-09-07T19:00,29.3,38,0.00,0,22.8,0
2023-09-07T20:00,27.9,41,0.00,0,23.1,0
2023-09-07T21:00,26.9,42,0.00,0,20.4,0
2023-09-07T22:00,25.8,42,0.00,1,15.9,0
2023-09-07T23:00,24.8,43,0.00,0,18.4,0
2023-09-08T00:00,22.7,53,0.00,0,21.4,0
2023-09-08T01:00,21.8,55,0.00,0,29.3,0
2023-09-08T02:00,21.2,56,0.00,0,27.5,0
2023-09-08T03:00,20.8,58,0.00,0,21.4,0
2023-09-08T04:00,20.3,59,0.00,0,18.2,0
2023-09-08T05:00,20.1,60,0.00,0,14.7,0
2023-09-08T06:00,20.8,58,0.00,0,11.3,1
2023-09-08T07:00,21.6,56,0.00,0,7.8,1
2023-09-08T08:00,23.4,50,0.00,0,6.6,1
2023-09-08T09:00,25.3,44,0.00,0,5.4,1
2023-09-08T10:00,27.1,40,0.00,0,5.8,1
2023-09-08T11:00,29.1,36,0.00,0,5.5,1
2023-09-08T12:00,32.1,31,0.00,1,4.4,1
2023-09-08T13:00,33.3,29,0.00,2,3.9,1
2023-09-08T14:00,34.0,28,0.00,1,5.1,1
2023-09-08T15:00,34.2,28,0.00,0,5.9,1
2023-09-08T16:00,33.8,28,0.00,0,5.5,1
2023-09-08T17:00,32.9,31,0.00,0,5.6,1
2023-09-08T18:00,31.5,32,0.00,0,4.1,1
2023-09-08T19:00,29.6,37,0.00,0,5.6,0
2023-09-08T20:00,28.3,42,0.00,1,11.2,0
2023-09-08T21:00,27.1,45,0.00,2,14.9,0
2023-09-08T22:00,26.1,44,0.00,4,15.8,0
2023-09-08T23:00,25.0,45,0.00,2,18.8,0
2023-09-09T00:00,22.9,54,0.00,5,26.3,0
2023-09-09T01:00,22.0,53,0.00,1,28.2,0
2023-09-09T02:00,21.4,54,0.00,1,27.6,0
2023-09-09T03:00,20.8,55,0.00,1,25.0,0
2023-09-09T04:00,20.4,57,0.00,0,21.0,0
2023-09-09T05:00,19.8,59,0.00,0,18.8,0
2023-09-09T06:00,20.1,57,0.00,0,11.7,1
2023-09-09T07:00,21.3,55,0.00,0,8.8,1
2023-09-09T08:00,23.6,47,0.00,0,5.4,1
2023-09-09T09:00,25.9,40,0.00,0,5.4,1
2023-09-09T10:00,28.6,33,0.00,0,6.3,1
2023-09-09T11:00,30.4,31,0.00,0,8.3,1
2023-09-09T12:00,32.9,33,0.00,0,9.2,1
2023-09-09T13:00,33.7,29,0.00,0,10.9,1
2023-09-09T14:00,34.4,26,0.00,0,10.2,1
2023-09-09T15:00,34.7,25,0.00,0,10.0,1
2023-09-09T16:00,34.7,25,0.00,0,11.9,1
2023-09-09T17:00,34.1,28,0.00,0,14.0,1
2023-09-09T18:00,31.5,34,0.00,0,15.2,1
2023-09-09T19:00,29.5,37,0.00,0,20.5,0
2023-09-09T20:00,28.1,39,0.00,0,23.8,0
2023-09-09T21:00,26.9,39,0.00,2,28.8,0
2023-09-09T22:00,25.8,41,0.00,3,28.8,0
2023-09-09T23:00,24.7,46,0.00,15,28.7,0
2023-09-10T00:00,22.9,50,0.00,23,26.4,0
2023-09-10T01:00,21.9,53,0.00,22,23.1,0
2023-09-10T02:00,21.2,54,0.00,17,18.4,0
2023-09-10T03:00,20.6,56,0.00,20,18.0,0
2023-09-10T04:00,20.2,57,0.00,18,19.1,0
2023-09-10T05:00,20.1,58,0.00,19,19.4,0
2023-09-10T06:00,18.7,69,0.00,31,11.9,1
2023-09-10T07:00,21.6,52,0.00,31,14.0,1
2023-09-10T08:00,23.2,46,0.00,23,15.5,1
2023-09-10T09:00,25.7,37,0.00,19,12.3,1
2023-09-10T10:00,28.3,26,0.00,19,11.6,1
2023-09-10T11:00,30.2,25,0.00,22,12.6,1
2023-09-10T12:00,33.3,25,0.00,26,12.6,1
2023-09-10T13:00,34.7,22,0.00,30,13.6,1
2023-09-10T14:00,35.2,21,0.00,44,15.0,1
2023-09-10T15:00,35.4,20,0.00,69,16.6,1
2023-09-10T16:00,35.2,21,0.00,60,18.3,1
2023-09-10T17:00,34.5,24,0.00,43,20.7,1
2023-09-10T18:00,31.7,26,0.00,18,21.3,1
2023-09-10T19:00,29.4,30,0.00,3,27.0,0
2023-09-10T20:00,27.9,33,0.00,5,28.1,0
2023-09-10T21:00,26.7,36,0.00,18,28.1,0
2023-09-10T22:00,25.6,39,0.00,14,31.0,0
2023-09-10T23:00,24.4,43,0.00,29,31.0,0
2023-09-11T00:00,23.4,42,0.00,33,28.2,0
2023-09-11T01:00,22.2,45,0.00,53,30.4,0
2023-09-11T02:00,21.7,45,0.00,70,30.5,0
2023-09-11T03:00,21.0,46,0.00,63,30.3,0
2023-09-11T04:00,20.3,47,0.00,72,28.1,0
2023-09-11T05:00,20.2,47,0.00,57,25.9,0
2023-09-11T06:00,20.1,50,0.00,43,20.6,1
2023-09-11T07:00,21.5,46,0.00,65,20.2,1
2023-09-11T08:00,23.8,38,0.00,49,18.2,1
2023-09-11T09:00,25.8,32,0.00,58,17.7,1
2023-09-11T10:00,28.3,26,0.00,79,20.5,1
2023-09-11T11:00,30.5,22,0.00,89,24.2,1
2023-09-11T12:00,32.9,21,0.00,96,24.9,1
2023-09-11T13:00,34.0,19,0.00,63,24.5,1
2023-09-11T14:00,34.2,20,0.00,60,26.0,1
2023-09-11T15:00,34.2,20,0.00,69,28.9,1
2023-09-11T16:00,33.9,22,0.00,84,31.4,1
2023-09-11T17:00,33.0,24,0.00,52,36.4,1
2023-09-11T18:00,30.5,26,0.00,66,27.8,1
2023-09-11T19:00,28.8,28,0.00,78,30.3,0
2023-09-11T20:00,27.4,32,0.00,59,32.6,0
2023-09-11T21:00,26.6,29,0.00,53,38.0,0
2023-09-11T22:00,25.9,29,0.00,54,35.3,0
2023-09-11T23:00,25.5,29,0.00,76,31.0,0
2023-09-12T00:00,23.3,36,0.00,63,28.4,0
2023-09-12T01:00,22.7,34,0.00,73,28.0,0
2023-09-12T02:00,22.1,37,0.00,74,31.0,0
2023-09-12T03:00,21.4,40,0.00,42,32.5,0
2023-09-12T04:00,20.9,44,0.00,64,35.0,0
2023-09-12T05:00,21.1,40,0.00,73,35.7,0
2023-09-12T06:00,20.7,44,0.00,34,23.8,1
2023-09-12T07:00,21.8,42,0.00,35,20.3,1
2023-09-12T08:00,23.1,40,0.00,25,15.6,1
2023-09-12T09:00,24.9,34,0.00,66,9.1,1
2023-09-12T10:00,26.8,31,0.00,27,2.2,1
2023-09-12T11:00,28.8,28,0.00,58,4.0,1
2023-09-12T12:00,31.1,31,0.00,57,5.6,1
2023-09-12T13:00,32.2,29,0.00,77,6.0,1
2023-09-12T14:00,32.0,32,0.00,89,9.4,1
2023-09-12T15:00,30.2,38,0.00,100,14.4,1
2023-09-12T16:00,26.2,53,0.00,100,23.0,1
2023-09-12T17:00,23.1,58,0.10,100,16.1,1
2023-09-12T18:00,23.6,69,0.40,100,9.4,0
2023-09-12T19:00,21.9,83,0.00,100,19.8,0
2023-09-12T20:00,21.6,85,0.30,99,20.0,0
2023-09-12T21:00,21.5,80,1.60,99,16.6,0
2023-09-12T22:00,20.6,88,0.60,100,13.7,0
2023-09-12T23:00,20.4,90,0.90,100,12.3,0
2023-09-13T00:00,20.2,78,1.00,97,10.8,0
2023-09-13T01:00,20.4,75,0.00,85,11.8,0
2023-09-13T02:00,20.4,78,0.00,93,13.5,0
2023-09-13T03:00,20.1,79,0.60,95,10.9,0
2023-09-13T04:00,19.8,79,0.90,100,9.2,0
2023-09-13T05:00,19.4,82,2.10,100,6.4,0
2023-09-13T06:00,19.8,88,2.30,100,3.1,1
2023-09-13T07:00,19.7,87,0.50,100,4.2,1
2023-09-13T08:00,19.4,89,0.90,100,2.6,1
2023-09-13T09:00,19.7,89,1.20,100,1.8,1
2023-09-13T10:00,19.7,89,1.50,100,1.5,1
2023-09-13T11:00,19.9,89,0.70,100,7.0,1
2023-09-13T12:00,20.3,88,0.30,100,6.5,1
2023-09-13T13:00,20.6,84,0.10,100,4.8,1
2023-09-13T14:00,21.6,80,0.10,100,4.5,1
2023-09-13T15:00,21.0,85,0.30,100,5.7,1
2023-09-13T16:00,21.6,80,1.10,100,9.0,1
2023-09-13T17:00,21.8,79,2.40,100,12.7,1
2023-09-13T18:00,19.8,84,0.60,80,13.9,0
2023-09-13T19:00,19.1,88,0.00,78,14.3,0
2023-09-13T20:00,18.9,91,0.10,97,14.6,0
2023-09-13T21:00,19.3,89,0.40,99,15.0,0
2023-09-13T22:00,19.1,83,0.40,98,18.3,0
2023-09-13T23:00,18.7,84,0.10,98,20.9,0
2023-09-14T00:00,17.6,92,0.00,96,22.7,0
2023-09-14T01:00,17.7,92,0.00,97,24.3,0
2023-09-14T02:00,17.6,94,0.00,93,23.3,0
2023-09-14T03:00,18.2,90,0.00,93,21.3,0
2023-09-14T04:00,18.1,88,0.00,99,20.6,0
2023-09-14T05:00,17.9,89,0.00,97,23.1,0
2023-09-14T06:00,16.8,92,0.00,86,24.1,1
2023-09-14T07:00,17.1,91,0.00,83,25.2,1
2023-09-14T08:00,17.8,88,0.00,81,21.5,1
2023-09-14T09:00,18.9,84,0.00,60,18.1,1
2023-09-14T10:00,20.8,76,0.00,72,17.4,1
2023-09-14T11:00,22.1,70,0.00,79,16.9,1
2023-09-14T12:00,25.1,53,0.00,74,17.0,1
2023-09-14T13:00,26.1,45,0.00,88,17.0,1
2023-09-14T14:00,26.5,43,0.00,97,17.7,1
2023-09-14T15:00,26.4,43,0.00,93,18.0,1
2023-09-14T16:00,25.9,48,0.00,83,18.4,1
2023-09-14T17:00,24.9,53,0.00,75,17.4,1
2023-09-14T18:00,24.6,48,0.00,94,11.4,0
2023-09-14T19:00,23.7,47,0.00,84,7.9,0
2023-09-14T20:00,22.8,50,0.00,100,6.5,0
2023-09-14T21:00,21.8,54,0.00,100,4.2,0
2023-09-14T22:00,21.6,57,0.00,100,4.6,0
2023-09-14T23:00,20.9,58,0.00,98,8.1,0
2023-09-15T00:00,19.3,70,0.00,71,7.9,0
2023-09-15T01:00,19.3,64,0.00,42,10.0,0
2023-09-15T02:00,19.2,67,0.00,41,8.9,0
2023-09-15T03:00,18.7,73,0.00,56,6.5,0
2023-09-15T04:00,18.7,74,0.00,65,6.3,0
2023-09-15T05:00,17.6,83,0.00,54,4.5,0
2023-09-15T06:00,17.0,75,0.00,8,3.7,1
2023-09-15T07:00,17.9,74,0.00,5,4.5,1
2023-09-15T08:00,19.6,66,0.00,1,6.0,1
2023-09-15T09:00,21.3,65,0.00,1,7.2,1
2023-09-15T10:00,23.2,57,0.00,5,8.5,1
2023-09-15T11:00,24.5,53,0.00,11,10.8,1
2023-09-15T12:00,27.7,44,0.00,9,15.6,1
2023-09-15T13:00,28.6,40,0.00,1,19.2,1
2023-09-15T14:00,29.2,38,0.00,8,24.7,1
2023-09-15T15:00,29.2,35,0.00,26,29.2,1
2023-09-15T16:00,28.8,38,0.00,95,34.7,1
2023-09-15T17:00,28.2,42,0.00,100,31.5,1
2023-09-15T18:00,27.4,38,0.00,63,27.0,0
2023-09-15T19:00,25.9,44,0.00,99,30.2,0
2023-09-15T20:00,24.7,50,0.00,100,33.1,0
2023-09-15T21:00,23.4,58,0.00,100,29.2,0
2023-09-15T22:00,22.4,69,0.00,93,24.5,0
2023-09-15T23:00,21.9,67,0.00,100,20.0,0
2023-09-16T00:00,22.4,63,0.00,51,24.4,0
2023-09-16T01:00,22.3,66,0.20,89,21.9,0
2023-09-16T02:00,22.4,63,0.00,90,19.7,0
2023-09-16T03:00,21.0,74,0.00,87,17.3,0
2023-09-16T04:00,20.6,77,0.10,85,22.7,0
2023-09-16T05:00,20.4,77,0.20,96,20.2,0
2023-09-16T06:00,20.3,72,0.00,80,16.3,1
2023-09-16T07:00,20.4,76,0.00,91,25.9,1
2023-09-16T08:00,21.0,75,0.00,97,26.7,1
2023-09-16T09:00,21.8,70,0.00,95,37.5,1
2023-09-16T10:00,22.9,68,0.00,91,38.6,1
2023-09-16T11:00,24.2,62,0.00,73,44.1,1
2023-09-16T12:00,26.5,49,0.00,35,46.8,1
2023-09-16T13:00,27.9,45,0.00,40,46.5,1
2023-09-16T14:00,28.0,44,0.00,56,46.7,1
2023-09-16T15:00,27.5,46,0.00,69,43.8,1
2023-09-16T16:00,26.3,49,0.00,67,40.2,1
2023-09-16T17:00,26.2,49,0.00,81,35.8,1
2023-09-16T18:00,24.8,55,0.00,96,29.9,0
2023-09-16T19:00,24.4,52,0.00,96,29.3,0
2023-09-16T20:00,23.8,56,0.00,100,28.5,0
2023-09-16T21:00,22.9,62,0.00,100,27.1,0
2023-09-16T22:00,22.2,66,0.00,100,28.6,0
2023-09-16T23:00,21.3,70,0.00,97,27.2,0
2023-09-17T00:00,22.3,65,0.00,89,26.0,0
2023-09-17T01:00,21.9,67,0.00,86,27.8,0
2023-09-17T02:00,21.8,68,0.00,87,28.1,0
2023-09-17T03:00,21.4,73,0.00,64,24.5,0
2023-09-17T04:00,20.7,80,0.00,71,22.8,0
2023-09-17T05:00,20.8,78,0.00,69,21.3,0
2023-09-17T06:00,21.4,69,0.00,100,24.0,1
2023-09-17T07:00,22.2,66,0.00,99,22.3,1
2023-09-17T08:00,23.5,61,0.00,100,21.0,1
2023-09-17T09:00,25.7,53,0.00,100,23.1,1
2023-09-17T10:00,27.4,47,0.00,91,28.6,1
2023-09-17T11:00,28.8,42,0.00,71,40.7,1
2023-09-17T12:00,30.6,39,0.00,60,46.1,1
2023-09-17T13:00,31.0,39,0.00,45,49.8,1
2023-09-17T14:00,31.6,37,0.00,35,45.5,1
2023-09-17T15:00,31.4,37,0.00,3,42.0,1
2023-09-17T16:00,30.8,40,0.00,10,44.0,1
2023-09-17T17:00,29.9,45,0.00,45,47.2,1
2023-09-17T18:00,28.2,53,0.00,22,41.8,0
2023-09-17T19:00,27.7,53,0.00,32,39.2,0
2023-09-17T20:00,27.8,48,0.00,61,39.8,0
2023-09-17T21:00,27.5,49,0.00,74,41.9,0
2023-09-17T22:00,27.3,48,0.00,71,43.9,0
2023-09-17T23:00,27.2,48,0.00,96,43.7,0
2023-09-18T00:00,24.2,58,0.00,100,19.4,0
2023-09-18T01:00,22.6,69,0.30,100,21.4,0
2023-09-18T02:00,22.2,69,1.30,100,18.6,0
2023-09-18T03:00,19.5,89,3.90,100,14.2,0
2023-09-18T04:00,19.2,89,3.40,100,27.0,0
2023-09-18T05:00,19.8,86,2.60,100,32.3,0
2023-09-18T06:00,19.1,90,2.50,100,13.7,1
2023-09-18T07:00,18.9,91,0.10,100,22.4,1
2023-09-18T08:00,19.5,89,0.20,100,20.2,1
2023-09-18T09:00,19.9,88,0.00,67,13.7,1
2023-09-18T10:00,20.5,86,0.10,71,18.4,1
2023-09-18T11:00,21.0,87,0.30,73,18.7,1
2023-09-18T12:00,22.2,83,0.10,19,24.5,1
2023-09-18T13:00,22.8,77,0.00,54,26.9,1
2023-09-18T14:00,23.4,72,0.00,23,24.6,1
2023-09-18T15:00,23.3,66,0.00,43,25.2,1
2023-09-18T16:00,22.7,69,0.90,93,15.3,1
2023-09-18T17:00,21.9,77,1.70,76,6.5,1
2023-09-18T18:00,21.4,77,0.10,22,21.3,0
2023-09-18T19:00,20.8,81,0.90,91,22.0,0
2023-09-18T20:00,20.2,88,1.00,98,11.8,0
2023-09-18T21:00,20.2,86,0.40,83,18.0,0
2023-09-18T22:00,20.4,83,0.10,77,13.9,0
2023-09-18T23:00,19.7,87,0.20,53,3.8,0
2023-09-19T00:00,18.8,89,0.20,85,3.9,0
2023-09-19T01:00,19.1,86,0.70,99,2.6,0
2023-09-19T02:00,18.8,88,1.00,97,7.4,0
2023-09-19T03:00,18.9,87,0.50,84,8.5,0
2023-09-19T04:00,18.9,78,0.00,62,14.0,0
2023-09-19T05:00,18.5,75,0.00,65,10.2,0
2023-09-19T06:00,18.3,79,0.00,87,10.1,1
2023-09-19T07:00,19.1,75,0.00,92,6.6,1
2023-09-19T08:00,19.8,71,0.00,89,3.1,1
2023-09-19T09:00,20.4,68,0.00,89,2.2,1
2023-09-19T10:00,21.3,64,0.00,83,4.7,1
2023-09-19T11:00,21.6,59,0.00,60,3.7,1
2023-09-19T12:00,24.2,50,0.00,50,5.4,1
2023-09-19T13:00,25.2,46,0.00,68,8.4,1
2023-09-19T14:00,25.9,41,0.00,36,7.3,1
2023-09-19T15:00,25.3,43,0.00,29,7.3,1
2023-09-19T16:00,24.8,46,0.00,21,7.2,1
2023-09-19T17:00,24.3,48,0.00,13,6.2,1
2023-09-19T18:00,23.5,46,0.00,29,6.5,0
2023-09-19T19:00,22.2,52,0.00,27,7.6,0
2023-09-19T20:00,21.0,56,0.00,21,9.2,0
2023-09-19T21:00,20.1,61,0.00,26,9.5,0
2023-09-19T22:00,19.5,62,0.00,9,8.7,0
2023-09-19T23:00,18.8,65,0.00,6,4.9,0
2023-09-20T00:00,17.7,75,0.00,20,2.4,0
2023-09-20T01:00,16.7,82,0.00,4,2.1,0
2023-09-20T02:00,16.9,79,0.00,0,1.1,0
2023-09-20T03:00,16.7,75,0.00,1,1.1,0
2023-09-20T04:00,15.2,84,0.00,15,4.4,0
2023-09-20T05:00,14.8,84,0.00,48,4.7,0
2023-09-20T06:00,14.7,83,0.00,49,7.8,1
2023-09-20T07:00,16.3,77,0.00,67,10.6,1
2023-09-20T08:00,18.2,66,0.00,58,13.8,1
2023-09-20T09:00,20.3,60,0.00,60,15.6,1
2023-09-20T10:00,22.0,54,0.00,55,15.9,1
2023-09-20T11:00,23.5,48,0.00,85,19.5,1
2023-09-20T12:00,24.7,45,0.00,100,28.4,1
2023-09-20T13:00,25.5,46,0.00,100,33.1,1
2023-09-20T14:00,26.2,46,0.00,100,36.0,1
2023-09-20T15:00,26.1,48,0.00,98,35.3,1
2023-09-20T16:00,25.3,54,0.00,77,36.0,1
2023-09-20T17:00,24.2,56,0.00,83,33.4,1
2023-09-20T18:00,23.1,61,0.00,80,35.3,0
2023-09-20T19:00,22.2,65,0.00,91,37.4,0
2023-09-20T20:00,21.5,70,0.00,69,35.5,0
2023-09-20T21:00,21.1,72,0.00,63,34.9,0
