latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.75,4.8500004,175.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),wind_speed_200m (km/h),is_day ()
2023-12-17T11:00,4.3,80,0.00,97,5.2,1
2023-12-17T12:00,7.2,71,0.00,9,4.3,1
2023-12-17T13:00,7.8,68,0.00,13,4.0,1
2023-12-17T14:00,8.3,69,0.00,8,1.6,1
2023-12-17T15:00,7.8,71,0.00,3,3.2,1
2023-12-17T16:00,7.4,72,0.00,2,6.6,0
2023-12-17T17:00,6.8,73,0.00,0,8.9,0
2023-12-17T18:00,4.5,82,0.00,0,7.2,0
2023-12-17T19:00,4.5,87,0.00,0,5.2,0
2023-12-17T20:00,4.8,88,0.00,0,4.5,0
2023-12-17T21:00,4.6,91,0.00,0,4.1,0
2023-12-17T22:00,4.2,95,0.00,0,4.9,0
2023-12-17T23:00,3.6,95,0.00,0,6.4,0
2023-12-18T00:00,1.8,98,0.00,0,6.3,0
2023-12-18T01:00,1.6,98,0.00,0,4.1,0
2023-12-18T02:00,1.5,97,0.00,0,0.7,0
2023-12-18T03:00,0.9,97,0.00,3,3.2,0
2023-12-18T04:00,0.9,98,0.00,11,0.8,0
2023-12-18T05:00,1.1,98,0.00,13,3.4,0
2023-12-18T06:00,0.3,97,0.00,59,9.1,0
2023-12-18T07:00,0.1,97,0.00,79,10.1,0
2023-12-18T08:00,0.4,96,0.00,61,7.8,1
2023-12-18T09:00,1.2,94,0.00,66,5.5,1
2023-12-18T10:00,2.3,91,0.00,57,3.2,1
2023-12-18T11:00,3.2,89,0.00,26,1.0,1
2023-12-18T12:00,4.1,86,0.00,7,1.9,1
2023-12-18T13:00,5.3,84,0.00,3,4.7,1
2023-12-18T14:00,6.4,80,0.00,2,7.3,1
2023-12-18T15:00,6.8,77,0.00,0,4.2,1
2023-12-18T16:00,6.4,77,0.00,0,7.1,0
2023-12-18T17:00,5.2,83,0.00,1,1.6,0
2023-12-18T18:00,3.5,90,0.00,0,2.5,0
2023-12-18T19:00,2.7,98,0.00,1,3.1,0
2023-12-18T20:00,2.8,98,0.00,17,0.5,0
2023-12-18T21:00,2.6,98,0.00,9,1.8,0
2023-12-18T22:00,2.3,98,0.00,0,4.8,0
2023-12-18T23:00,2.2,98,0.00,0,3.6,0
2023-12-19T00:00,1.3,97,0.00,2,3.3,0
2023-12-19T01:00,1.3,98,0.00,1,1.3,0
2023-12-19T02:00,1.1,98,0.00,1,1.5,0
2023-12-19T03:00,0.8,98,0.00,1,2.3,0
2023-12-19T04:00,0.7,98,0.00,19,2.2,0
2023-12-19T05:00,0.6,98,0.00,23,4.3,0
2023-12-19T06:00,0.5,97,0.00,100,5.2,0
2023-12-19T07:00,0.2,97,0.00,99,2.3,0
2023-12-19T08:00,0.2,97,0.00,53,3.1,1
2023-12-19T09:00,0.7,95,0.00,50,1.6,1
2023-12-19T10:00,1.4,93,0.00,40,0.5,1
2023-12-19T11:00,2.6,91,0.00,37,2.4,1
2023-12-19T12:00,3.7,90,0.00,15,14.4,1
2023-12-19T13:00,3.9,85,0.00,21,17.6,1
2023-12-19T14:00,4.1,81,0.00,37,14.9,1
2023-12-19T15:00,4.4,74,0.00,40,9.8,1
2023-12-19T16:00,4.2,71,0.00,44,7.2,0
2023-12-19T17:00,3.9,75,0.00,41,11.5,0
2023-12-19T18:00,1.0,98,0.00,32,11.7,0
2023-12-19T19:00,1.3,98,0.00,21,8.6,0
2023-12-19T20:00,1.4,98,0.00,23,3.2,0
2023-12-19T21:00,1.4,95,0.00,55,3.9,0
2023-12-19T22:00,1.2,95,0.00,80,5.5,0
2023-12-19T23:00,1.1,95,0.00,86,5.1,0
2023-12-20T00:00,1.8,95,0.00,100,8.1,0
2023-12-20T01:00,2.2,96,0.00,100,12.0,0
2023-12-20T02:00,2.3,95,0.10,100,11.7,0
2023-12-20T03:00,2.7,91,0.30,100,7.1,0
2023-12-20T04:00,2.9,91,0.30,100,5.1,0
2023-12-20T05:00,3.4,90,0.80,100,9.2,0
2023-12-20T06:00,4.2,93,0.80,100,27.5,0
2023-12-20T07:00,7.5,85,0.20,100,29.9,0
2023-12-20T08:00,7.8,83,0.10,97,33.5,1
2023-12-20T09:00,7.9,82,0.00,96,30.8,1
2023-12-20T10:00,8.4,80,0.00,65,26.3,1
2023-12-20T11:00,7.9,81,0.00,75,24.9,1
2023-12-20T12:00,8.9,69,0.00,56,22.7,1
2023-12-20T13:00,8.8,67,0.30,84,26.6,1
2023-12-20T14:00,8.7,64,0.20,77,35.0,1
2023-12-20T15:00,8.2,65,0.00,18,28.0,1
2023-12-20T16:00,7.6,66,0.00,37,26.0,0
2023-12-20T17:00,7.0,69,0.00,24,23.5,0
2023-12-20T18:00,6.8,76,0.00,44,23.3,0
2023-12-20T19:00,6.6,75,0.00,79,27.4,0
2023-12-20T20:00,5.5,77,0.00,72,22.7,0
2023-12-20T21:00,5.0,77,0.00,45,13.5,0
2023-12-20T22:00,5.0,77,0.00,99,7.2,0
2023-12-20T23:00,4.6,79,0.00,100,3.2,0
2023-12-21T00:00,5.5,87,0.10,92,10.7,0
2023-12-21T01:00,5.3,87,0.00,91,11.2,0
2023-12-21T02:00,4.6,89,0.00,100,10.0,0
2023-12-21T03:00,2.5,98,0.00,93,9.1,0
2023-12-21T04:00,2.7,99,0.00,89,11.3,0
2023-12-21T05:00,3.4,95,0.00,78,13.5,0
2023-12-21T06:00,4.9,93,0.00,98,16.3,0
2023-12-21T07:00,5.5,89,0.00,87,18.7,0
2023-12-21T08:00,6.2,86,0.00,92,17.0,1
2023-12-21T09:00,6.6,86,0.00,99,17.0,1
2023-12-21T10:00,6.8,84,0.10,100,16.7,1
2023-12-21T11:00,7.4,80,0.00,100,14.8,1
2023-12-21T12:00,8.7,82,0.10,100,17.7,1
2023-12-21T13:00,8.6,84,0.00,100,24.6,1
2023-12-21T14:00,8.9,79,0.00,100,19.8,1
2023-12-21T15:00,8.9,79,0.00,100,19.4,1
2023-12-21T16:00,8.9,79,0.10,100,22.1,0
2023-12-21T17:00,8.9,80,0.20,92,17.9,0
2023-12-21T18:00,8.9,88,0.20,97,21.9,0
2023-12-21T19:00,8.4,92,0.10,92,17.5,0
2023-12-21T20:00,11.0,74,0.00,98,22.9,0
2023-12-21T21:00,10.4,75,0.00,100,26.1,0
2023-12-21T22:00,10.4,76,0.00,100,23.8,0
2023-12-21T23:00,10.3,76,0.00,96,32.3,0
2023-12-22T00:00,10.7,75,0.00,98,32.9,0
2023-12-22T01:00,10.7,74,0.10,100,36.4,0
2023-12-22T02:00,10.3,77,0.10,100,34.1,0
2023-12-22T03:00,10.5,71,0.00,99,35.1,0
2023-12-22T04:00,9.9,72,0.00,96,32.8,0
2023-12-22T05:00,10.0,78,0.00,93,33.1,0
2023-12-22T06:00,10.2,78,0.00,97,30.7,0
2023-12-22T07:00,10.4,80,0.00,87,32.2,0
2023-12-22T08:00,10.5,78,0.00,92,28.1,1
2023-12-22T09:00,10.7,76,0.00,95,27.6,1
2023-12-22T10:00,11.1,77,0.00,92,26.5,1
2023-12-22T11:00,11.1,77,0.00,91,16.5,1
2023-12-22T12:00,11.7,79,0.00,96,11.4,1
2023-12-22T13:00,12.3,74,0.10,100,14.1,1
2023-12-22T14:00,12.0,68,0.10,95,24.5,1
2023-12-22T15:00,11.6,68,0.10,90,32.0,1
2023-12-22T16:00,11.3,67,0.00,67,37.1,0
2023-12-22T17:00,11.0,69,0.00,51,38.3,0
2023-12-22T18:00,10.5,72,0.00,52,34.7,0
2023-12-22T19:00,9.9,74,0.00,79,34.0,0
2023-12-22T20:00,9.6,73,0.00,83,31.6,0
2023-12-22T21:00,9.3,70,0.00,72,32.3,0
2023-12-22T22:00,9.2,69,0.00,38,31.6,0
2023-12-22T23:00,9.0,72,0.00,20,28.0,0
2023-12-23T00:00,9.1,73,0.00,93,22.0,0
2023-12-23T01:00,9.2,72,0.00,46,17.1,0
2023-12-23T02:00,8.7,74,0.00,82,18.9,0
2023-12-23T03:00,8.6,73,0.00,100,17.2,0
2023-12-23T04:00,8.6,72,0.00,85,10.2,0
2023-12-23T05:00,8.6,73,0.10,93,5.0,0
2023-12-23T06:00,9.2,82,0.10,100,3.3,0
2023-12-23T07:00,9.1,84,0.10,100,0.4,0
2023-12-23T08:00,9.0,83,0.00,91,2.3,1
2023-12-23T09:00,9.5,81,0.00,88,2.6,1
2023-12-23T10:00,10.0,79,0.00,95,0.8,1
2023-12-23T11:00,10.2,77,0.00,99,5.0,1
2023-12-23T12:00,10.4,68,0.00,25,9.1,1
2023-12-23T13:00,10.4,64,0.00,86,8.7,1
2023-12-23T14:00,11.0,61,0.00,99,9.8,1
2023-12-23T15:00,11.0,61,0.00,90,8.4,1
2023-12-23T16:00,10.6,62,0.00,100,8.7,0
2023-12-23T17:00,10.0,68,0.00,100,10.2,0
2023-12-23T18:00,9.4,71,0.10,100,11.1,0
2023-12-23T19:00,9.1,72,0.00,94,8.5,0
2023-12-23T20:00,9.1,71,0.00,64,4.8,0
2023-12-23T21:00,9.1,72,0.00,60,1.5,0
2023-12-23T22:00,9.0,72,0.00,90,1.4,0
2023-12-23T23:00,9.1,72,0.00,99,8.9,0
2023-12-24T00:00,8.9,73,0.00,35,8.2,0
2023-12-24T01:00,8.7,74,0.00,57,9.5,0
2023-12-24T02:00,8.8,74,0.00,63,10.1,0
2023-12-24T03:00,9.0,73,0.00,67,9.9,0
2023-12-24T04:00,8.6,77,0.00,71,8.0,0
2023-12-24T05:00,8.5,77,0.00,95,4.7,0
2023-12-24T06:00,8.8,76,0.00,82,5.2,0
2023-12-24T07:00,8.7,76,0.00,97,8.8,0
2023-12-24T08:00,8.3,77,0.00,100,8.0,1
2023-12-24T09:00,8.8,76,0.00,87,8.4,1
2023-12-24T10:00,10.2,70,0.00,59,11.3,1
2023-12-24T11:00,10.9,69,0.00,45,7.5,1
2023-12-24T12:00,10.9,68,0.00,0,9.0,1
2023-12-24T13:00,12.4,55,0.00,0,5.9,1
2023-12-24T14:00,12.7,55,0.00,0,1.3,1
2023-12-24T15:00,12.6,58,0.00,0,2.1,1
2023-12-24T16:00,12.1,56,0.00,0,2.6,1
2023-12-24T17:00,11.6,58,0.00,0,2.2,0
2023-12-24T18:00,10.3,65,0.00,1,5.6,0
2023-12-24T19:00,8.8,70,0.00,2,6.9,0
2023-12-24T20:00,8.2,71,0.00,2,9.2,0
2023-12-24T21:00,7.0,73,0.00,2,10.6,0
2023-12-24T22:00,6.5,73,0.00,2,8.3,0
2023-12-24T23:00,5.9,76,0.00,1,6.5,0
2023-12-25T00:00,5.6,76,0.00,0,8.4,0
2023-12-25T01:00,5.0,77,0.00,0,6.6,0
2023-12-25T02:00,5.2,75,0.00,0,4.9,0
2023-12-25T03:00,4.6,77,0.00,2,3.6,0
2023-12-25T04:00,3.9,78,0.00,19,3.3,0
2023-12-25T05:00,4.0,79,0.00,47,3.6,0
2023-12-25T06:00,1.2,97,0.00,19,2.7,0
2023-12-25T07:00,1.4,96,0.00,10,3.4,0
2023-12-25T08:00,1.3,97,0.00,18,3.7,1
2023-12-25T09:00,1.6,96,0.00,11,6.4,1
2023-12-25T10:00,2.7,92,0.00,6,3.7,1
2023-12-25T11:00,4.2,86,0.00,20,0.8,1
2023-12-25T12:00,7.8,76,0.00,9,7.9,1
2023-12-25T13:00,10.1,64,0.00,14,8.9,1
2023-12-25T14:00,11.3,56,0.00,1,11.6,1
2023-12-25T15:00,11.8,55,0.00,0,13.6,1
2023-12-25T16:00,11.2,54,0.00,0,12.6,1
2023-12-25T17:00,10.1,64,0.00,0,9.0,0
2023-12-25T18:00,7.0,62,0.00,82,5.5,0
2023-12-25T19:00,5.6,71,0.00,47,5.0,0
2023-12-25T20:00,5.3,71,0.00,30,2.6,0
2023-12-25T21:00,4.6,74,0.00,17,0.4,0
2023-12-25T22:00,4.5,72,0.00,9,2.2,0
2023-12-25T23:00,3.9,72,0.00,6,4.0,0
2023-12-26T00:00,2.2,92,0.00,12,2.9,0
2023-12-26T01:00,0.2,97,0.00,29,2.4,0
2023-12-26T02:00,-0.0,97,0.00,33,1.5,0
2023-12-26T03:00,0.4,98,0.00,73,1.3,0
2023-12-26T04:00,0.1,97,0.00,85,3.6,0
2023-12-26T05:00,-0.1,97,0.00,83,6.6,0
2023-12-26T06:00,-0.7,96,0.00,94,6.2,0
2023-12-26T07:00,-0.8,94,0.00,90,3.8,0
2023-12-26T08:00,-0.6,92,0.00,56,6.3,1
2023-12-26T09:00,0.2,90,0.00,69,7.3,1
2023-12-26T10:00,1.4,87,0.00,100,4.9,1
2023-12-26T11:00,3.2,81,0.00,80,0.5,1
2023-12-26T12:00,7.1,71,0.00,20,4.6,1
2023-12-26T13:00,8.6,69,0.00,9,2.9,1
2023-12-26T14:00,9.5,66,0.00,11,2.1,1
2023-12-26T15:00,9.5,68,0.00,40,7.0,1
2023-12-26T16:00,9.0,69,0.00,67,10.8,1
2023-12-26T17:00,8.0,74,0.00,97,11.2,0
2023-12-26T18:00,6.1,71,0.00,99,9.0,0
2023-12-26T19:00,4.6,77,0.00,100,10.1,0
2023-12-26T20:00,3.6,80,0.00,100,8.4,0
2023-12-26T21:00,2.9,82,0.00,78,4.3,0
2023-12-26T22:00,2.3,87,0.00,79,2.9,0
2023-12-26T23:00,2.3,88,0.00,98,2.4,0
2023-12-27T00:00,1.0,98,0.00,74,3.8,0
2023-12-27T01:00,0.3,97,0.00,73,3.9,0
2023-12-27T02:00,0.9,98,0.00,94,4.0,0
2023-12-27T03:00,1.3,98,0.00,95,4.2,0
2023-12-27T04:00,1.3,98,0.00,99,6.3,0
2023-12-27T05:00,1.1,98,0.00,99,10.1,0
2023-12-27T06:00,0.3,97,0.00,69,16.9,0
2023-12-27T07:00,0.2,97,0.00,72,17.7,0
2023-12-27T08:00,0.5,97,0.00,62,22.1,1
2023-12-27T09:00,0.9,94,0.00,73,36.0,1
2023-12-27T10:00,2.0,90,0.00,37,35.3,1
2023-12-27T11:00,3.9,80,0.00,30,26.0,1
2023-12-27T12:00,7.9,68,0.00,62,18.0,1
2023-12-27T13:00,10.0,58,0.00,77,20.9,1
2023-12-27T14:00,12.1,51,0.00,77,31.7,1
2023-12-27T15:00,13.0,54,0.00,18,51.9,1
2023-12-27T16:00,12.2,55,0.00,4,64.2,1
2023-12-27T17:00,11.5,60,0.00,0,71.9,0
2023-12-27T18:00,11.5,57,0.00,0,52.2,0
2023-12-27T19:00,11.7,53,0.00,100,59.8,0
2023-12-27T20:00,11.2,55,0.00,0,53.7,0
2023-12-27T21:00,10.4,60,0.00,100,49.4,0
2023-12-27T22:00,9.9,69,0.00,91,55.9,0
2023-12-27T23:00,9.4,75,0.00,100,48.5,0
2023-12-28T00:00,10.2,65,0.00,100,40.0,0
2023-12-28T01:00,10.1,65,0.00,100,37.8,0
2023-12-28T02:00,9.7,70,0.00,100,35.3,0
2023-12-28T03:00,9.0,79,0.00,100,27.3,0
2023-12-28T04:00,8.5,84,0.00,100,35.7,0
2023-12-28T05:00,8.3,84,0.00,87,41.1,0
2023-12-28T06:00,7.3,82,0.00,100,32.9,0
2023-12-28T07:00,7.3,80,0.00,85,36.8,0
2023-12-28T08:00,8.3,75,0.00,100,35.0,1
2023-12-28T09:00,9.3,75,0.00,100,25.9,1
2023-12-28T10:00,10.2,75,0.00,100,29.7,1
2023-12-28T11:00,11.5,73,0.00,100,33.5,1
2023-12-28T12:00,13.2,62,0.00,100,32.4,1
2023-12-28T13:00,12.8,67,0.00,100,41.5,1
2023-12-28T14:00,12.2,65,0.00,100,39.3,1
2023-12-28T15:00,12.0,59,0.00,100,41.0,1
2023-12-28T16:00,11.4,60,0.00,100,39.8,1
2023-12-28T17:00,11.3,62,0.00,100,36.5,0
2023-12-28T18:00,11.8,61,0.00,100,43.8,0
2023-12-28T19:00,11.5,68,0.00,100,45.6,0
2023-12-28T20:00,11.1,65,0.00,3,41.1,0
2023-12-28T21:00,10.6,66,0.00,41,41.1,0
2023-12-28T22:00,10.4,69,0.00,1,40.5,0
2023-12-28T23:00,10.6,69,0.00,100,34.6,0
2023-12-29T00:00,11.7,73,0.00,100,33.5,0
2023-12-29T01:00,11.4,78,0.00,100,33.5,0
2023-12-29T02:00,11.5,75,0.00,100,30.8,0
2023-12-29T03:00,11.2,74,0.00,100,30.3,0
2023-12-29T04:00,11.0,74,0.00,100,33.5,0
2023-12-29T05:00,10.5,77,0.00,100,30.4,0
2023-12-29T06:00,11.1,81,0.00,100,30.2,0
2023-12-29T07:00,10.8,83,0.00,100,30.7,0
2023-12-29T08:00,10.8,82,0.00,100,23.5,1
2023-12-29T09:00,11.4,80,0.00,100,35.6,1
2023-12-29T10:00,12.2,77,0.00,100,28.8,1
2023-12-29T11:00,12.8,75,0.00,100,26.6,1
2023-12-29T12:00,13.3,73,0.00,100,13.4,1
2023-12-29T13:00,13.3,74,0.00,100,11.2,1
2023-12-29T14:00,13.8,72,0.00,100,11.6,1
2023-12-29T15:00,13.6,73,0.00,100,14.5,1
2023-12-29T16:00,12.9,76,0.00,100,15.4,1
2023-12-29T17:00,12.1,78,0.00,100,19.1,0
2023-12-29T18:00,11.7,81,0.00,100,20.3,0
2023-12-29T19:00,10.6,85,0.00,100,16.0,0
2023-12-29T20:00,10.1,85,0.00,100,12.1,0
2023-12-29T21:00,8.7,95,0.00,100,6.8,0
2023-12-29T22:00,8.0,98,0.00,98,6.5,0
2023-12-29T23:00,8.0,98,0.00,100,11.7,0
2023-12-30T00:00,8.3,99,0.00,100,9.7,0
2023-12-30T01:00,8.2,99,0.00,100,7.0,0
2023-12-30T02:00,8.6,99,0.00,100,3.7,0
2023-12-30T03:00,8.7,99,0.10,100,7.6,0
2023-12-30T04:00,8.2,98,0.00,100,4.4,0
2023-12-30T05:00,7.2,98,0.00,100,6.8,0
2023-12-30T06:00,6.9,98,0.00,100,7.1,0
2023-12-30T07:00,6.6,96,0.00,100,2.3,0
2023-12-30T08:00,6.2,96,0.00,100,2.2,1
2023-12-30T09:00,5.9,95,0.00,100,0.5,1
2023-12-30T10:00,6.7,94,0.00,100,1.4,1
2023-12-30T11:00,7.1,91,0.00,100,6.2,1
2023-12-30T12:00,10.1,78,0.00,100,8.4,1
2023-12-30T13:00,12.1,70,0.00,50,9.2,1
2023-12-30T14:00,13.1,69,0.00,100,11.8,1
2023-12-30T15:00,13.1,66,0.00,100,13.4,1
2023-12-30T16:00,12.4,65,0.00,100,16.8,1
2023-12-30T17:00,11.5,68,0.00,100,8.4,0
2023-12-30T18:00,10.0,77,0.00,100,13.4,0
2023-12-30T19:00,9.5,82,0.00,0,19.7,0
2023-12-30T20:00,9.2,76,0.00,0,29.6,0
2023-12-30T21:00,10.0,73,0.00,100,36.4,0
2023-12-30T22:00,9.4,73,0.00,74,30.7,0
2023-12-30T23:00,8.6,73,0.00,99,37.7,0
2023-12-31T00:00,9.6,72,0.00,100,43.0,0
2023-12-31T01:00,11.1,69,0.00,100,62.3,0
2023-12-31T02:00,11.3,67,0.00,54,64.3,0
2023-12-31T03:00,11.7,71,0.00,100,59.2,0
2023-12-31T04:00,11.8,72,0.00,100,62.2,0
2023-12-31T05:00,11.7,71,0.00,100,52.6,0
2023-12-31T06:00,12.4,64,0.00,100,59.5,0
2023-12-31T07:00,12.4,62,0.00,100,63.1,0
2023-12-31T08:00,12.6,59,0.00,100,61.4,1
2023-12-31T09:00,13.2,62,0.00,100,60.1,1
2023-12-31T10:00,13.2,65,0.00,100,46.2,1
2023-12-31T11:00,13.4,65,0.00,100,26.3,1
2023-12-31T12:00,10.1,74,0.00,100,25.4,1
2023-12-31T13:00,9.8,71,0.10,100,31.0,1
2023-12-31T14:00,10.2,69,0.00,100,22.2,1
2023-12-31T15:00,10.8,58,0.00,100,7.4,1
2023-12-31T16:00,10.5,62,0.00,100,8.1,1
2023-12-31T17:00,8.8,75,0.00,100,32.3,0
2023-12-31T18:00,8.4,79,0.00,21,14.9,0
2023-12-31T19:00,8.0,83,0.00,100,12.0,0
2023-12-31T20:00,7.7,83,0.00,83,8.0,0
2023-12-31T21:00,6.3,87,0.00,53,11.2,0
2023-12-31T22:00,5.6,82,0.00,0,16.1,0
2023-12-31T23:00,6.0,73,0.00,71,25.2,0
